industry,client,site,date,utm_source,utm_medium,utm_campaign,utm_content,device_category,visits,pageviews,bounces,session_duration,goal_quotation_kasko,goal_quotation_osago,goal_quotation_kaskoOsago,goal_request_osago,goal_request_kasko,goal_request_kaskoOsago
bankingFinance,Renins,renins.com,20170810,(direct),(none),(not set),(not set),desktop,938,3586,47,192866.0,84,10,23,15,10,10
bankingFinance,Renins,renins.com,20170810,(direct),(none),(not set),(not set),mobile,443,2411,14,104752.0,33,0,4,10,1,0
bankingFinance,Renins,renins.com,20170810,(direct),(none),(not set),(not set),tablet,67,465,3,26995.0,5,2,5,5,2,2
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,1234567890,desktop,2,4,0,4.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,185373,desktop,5,27,0,1066.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,185373,mobile,2,10,0,252.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,205380,desktop,2,6,0,23.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,25491,desktop,2,2,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,310555,mobile,2,6,0,189.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,51433,desktop,14,68,0,2188.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,51433,mobile,2,3,0,3.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,568439,desktop,4,18,0,119.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,58534,mobile,1,3,0,75.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,75752,desktop,1,2,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,90289,desktop,35,98,0,3331.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,90289,mobile,2,7,0,264.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,AdMitad,cpa,Nectarin,94653,desktop,2,7,0,295.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Banki.ru,static,KaskoOsago_broker_mskspbekb,(not set),desktop,10,59,0,1938.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Banki.ru,static,KaskoOsago_broker_mskspbekb,(not set),mobile,1,7,0,246.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Banki.ru,static,KaskoOsago_broker_mskspbekb,(not set),tablet,2,2,2,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Banki.ru,static,VZR_broker_mskspbekb,(not set),desktop,1,11,0,701.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,CPA,cpc,nectarin,mail2,desktop,239,84,3,13656.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Info-letter_baseauto,button,digestсommonblock,-go-to-calculator,desktop,1,3,0,3.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Inguru.ru,cpa,accident_broker_mskspbekb,NYP,mobile,5,16,0,526.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,desktop,19,78,0,1455.0,0,1,1,0,0,0
bankingFinance,Renins,renins.com,20170810,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,mobile,44,294,0,3061.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,tablet,5,20,1,266.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Inguru.ru,cpa,kasko_broker_mskspbekb,even_better,desktop,7,68,0,2338.0,4,1,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Inguru.ru,cpa,property_broker_mskspbekb,NYP,mobile,3,3,1,59.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Inguru.ru,cpa,travel_broker_mskspbekb,NYP,mobile,3,6,0,66.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Meduza,cpc,travel_putevoditel_world,ads,mobile,1,4,0,485.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,MobailApp,free,TravelApp,(not set),mobile,17,123,1,7906.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Moneymatika.ru,cpa,kasko_broker_msk,even_better,desktop,1,3,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Moneymatika.ru,cpa,kasko_broker_msk,even_better,tablet,1,3,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Moneymatika.ru,cpa,kasko_broker_spb,even_better,tablet,3,18,0,1573.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Moneymatika_Insurance,button,NC,(not set),desktop,1,2,0,1.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Moneymatika_Insurance,button,NC,(not set),mobile,1,1,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Moneymatika_Insurance,button,Property,(not set),desktop,1,4,0,27.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,RI_mail,cpc,food_travel_letter_rf,travel_act,desktop,7,31,0,937.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,RI_mail,cpc,food_travel_letter_rf,travel_act,mobile,2,8,0,197.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,RI_mail,rassylka,JuneSale_letter_rf,travel_deact,desktop,1,17,0,1256.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,RI_mail,rassylka,app_for_trip_letter_rf,travel_act,desktop,1,10,0,335.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Sravni.ru,cpa,kasko_broker_msk,(not set),desktop,6,67,0,4847.0,5,0,0,0,1,0
bankingFinance,Renins,renins.com,20170810,Sravni.ru,cpa,kasko_broker_msk,(not set),mobile,3,26,0,559.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Sravni.ru,cpa,kasko_broker_spb,(not set),mobile,1,3,0,1.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Sravni.ru,cpa,osago_broker_ekb,(not set),desktop,1,1,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Sravni.ru,cpa,osago_broker_msk,(not set),desktop,93,464,0,17342.0,0,25,0,6,0,0
bankingFinance,Renins,renins.com,20170810,Sravni.ru,cpa,osago_broker_msk,(not set),mobile,8,38,0,504.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170810,Sravni.ru,cpa,osago_broker_msk,(not set),tablet,2,12,1,310.0,0,1,0,0,0,0
