industry,client,site,date,utm_source,utm_medium,utm_campaign,utm_content,device_category,visits,pageviews,bounces,session_duration,goal_quotation_kasko,goal_quotation_osago,goal_quotation_kaskoOsago,goal_request_osago,goal_request_kasko,goal_request_kaskoOsago
bankingFinance,Renins,renins.com,20170111,(direct),(none),(not set),(not set),desktop,2355,17759,165,1631860.0,25,397,24,6,1157,859
bankingFinance,Renins,renins.com,20170111,(direct),(none),(not set),(not set),mobile,1025,2248,230,283690.0,44,4,0,503,529,364
bankingFinance,Renins,renins.com,20170111,(direct),(none),(not set),(not set),tablet,152,491,34,38426.0,4,4,1,57,81,70
bankingFinance,Renins,renins.com,20170111,192.168.1.53:8080,referral,(not set),(not set),desktop,3,35,0,3707.0,0,1,0,0,1,1
bankingFinance,Renins,renins.com,20170111,AdMitad_all,banner,NYP-Dark,120x600,desktop,1,3,0,11.0,0,0,0,0,1,1
bankingFinance,Renins,renins.com,20170111,AdvertFocus,cpq,kasko__mskspbekb,Economatics_SUV_Usedcars,desktop,1,13,0,587.0,0,0,1,0,1,1
bankingFinance,Renins,renins.com,20170111,Banki.ru_House,button,(not set),(not set),desktop,3,11,0,344.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170111,Banki.ru_Property,button,(not set),(not set),desktop,2,8,0,633.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170111,Banki.ru_Property,button,(not set),(not set),tablet,1,1,0,638.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170111,Banki.ru_RKS,button,Accident,(not set),desktop,1,8,0,110.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170111,Banki.ru_RKS,button,Property,(not set),desktop,15,17,0,3616.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170111,Banki.ru_RKS,button,Property,(not set),mobile,1,2,0,32.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170111,Banki.ru_RKS,button,kasko,(not set),desktop,42,479,0,46927.0,0,15,0,0,35,31
bankingFinance,Renins,renins.com,20170111,E-mail_Base-Accident,(not set),SummerDigest,(not set),desktop,1,9,0,246.0,0,0,0,0,0,0
