industry,client,site,date,utm_source,utm_medium,utm_campaign,utm_content,device_category,visits,pageviews,bounces,session_duration,goal_quotation_kasko,goal_quotation_osago,goal_quotation_kaskoOsago,goal_request_osago,goal_request_kasko,goal_request_kaskoOsago
bankingFinance,Renins,renins.com,20170102,(direct),(none),(not set),(not set),desktop,861,7749,38,621529.0,3,205,5,0,474,346
bankingFinance,Renins,renins.com,20170102,(direct),(none),(not set),(not set),mobile,588,1255,148,145320.0,16,2,0,257,262,191
bankingFinance,Renins,renins.com,20170102,(direct),(none),(not set),(not set),tablet,97,444,14,57207.0,3,9,1,31,45,36
bankingFinance,Renins,renins.com,20170102,Autoreview_bns,cpc,KaskoOsago__msk,price_cut,tablet,1,2,0,0.0,0,0,0,1,1,0
bankingFinance,Renins,renins.com,20170102,Banki.ru_House,button,(not set),(not set),desktop,2,9,0,40.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Banki.ru_House,button,(not set),(not set),tablet,1,1,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Banki.ru_Property,button,(not set),(not set),desktop,6,8,0,79.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Banki.ru_Property,button,(not set),(not set),tablet,1,3,0,27.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Banki.ru_RKS,button,Accident,(not set),desktop,1,3,0,23.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Banki.ru_RKS,button,House,(not set),mobile,1,2,0,145.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Banki.ru_RKS,button,kasko,(not set),desktop,3,57,0,3931.0,0,3,0,0,3,3
bankingFinance,Renins,renins.com,20170102,Banki.ru_RKS,button,kasko,(not set),mobile,1,1,0,619.0,0,0,0,1,1,1
bankingFinance,Renins,renins.com,20170102,Facebook,TGB,base2,all,desktop,1,1,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Facebook.com,Base3,Kasko_social,(not set),desktop,1,1,0,8.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Facebook.com,Retargeting,Kasko_social,(not set),desktop,1,3,0,13.0,0,0,0,0,1,1
bankingFinance,Renins,renins.com,20170102,GDN_MSK,banner,OsagoMini,160x600,desktop,2,8,0,99.0,0,1,0,0,2,1
bankingFinance,Renins,renins.com,20170102,Glavbuh,static,kasko__mskspbekb,letter,desktop,2,19,0,524.0,0,0,0,0,2,1
bankingFinance,Renins,renins.com,20170102,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,desktop,1,3,0,12.0,0,0,0,0,1,1
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Address,TGB,NYP,1,desktop,6,49,0,1517.0,0,2,0,0,6,6
bankingFinance,Renins,renins.com,20170102,Inguru.ru_CalcAuto,TGB,NYP,1,tablet,1,1,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Inguru.ru_MSKSPB,TGB,KaskoAuto,930x100,desktop,6,27,0,3654.0,4,0,0,0,3,3
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,button,House,go-to-calculator,mobile,2,2,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,button,NC,go-to-calculator,desktop,1,4,0,1759.0,0,0,0,0,1,1
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,button,NC,go-to-calculator,mobile,1,6,0,245.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,button,NYP,go-to-calculator,desktop,2,13,0,252.0,1,0,1,0,2,2
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,button,NYP,go-to-calculator,mobile,3,4,0,345.0,1,0,0,3,3,3
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,button,Property,go-to-calculator,mobile,3,4,0,31.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,link,GeneralPage,go-to-home,desktop,1,8,0,421.0,0,1,0,0,1,1
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,link,GeneralPage,go-to-home,mobile,1,1,0,5.0,0,0,0,1,1,1
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,logo,GeneralPage,go-to-home,desktop,22,73,1,1623.0,0,3,1,0,9,9
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Promopage,logo,GeneralPage,go-to-home,mobile,1,1,0,30.0,0,0,0,1,1,1
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Rating,TGB,NYP,1,desktop,2,28,0,764.0,0,0,1,0,2,2
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Rating,TGB,NYP,1,tablet,1,2,0,4.0,0,0,0,0,1,0
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Recall,TGB,NYP,1,desktop,1,20,0,1135.0,0,1,0,0,1,1
bankingFinance,Renins,renins.com,20170102,Inguru.ru_Recall,TGB,NYP,1,mobile,4,6,0,1163.0,0,0,0,4,4,4
bankingFinance,Renins,renins.com,20170102,Instagram.com,Video_retargeting,Kasko_social,(not set),desktop,1,3,0,18.0,0,0,0,0,1,1
bankingFinance,Renins,renins.com,20170102,Meduza,cpc,kasko_telematika_rf,kartochki,desktop,1,1,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Meduza,cpc,travel_putevoditel_world,ads,desktop,1,5,0,439.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Meduza,cpc,travel_putevoditel_world,ads,mobile,1,2,0,13.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,Meduza,cpc,travel_putevoditel_world,ads,tablet,4,4,0,656.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,MobailApp,free,TravelApp,(not set),mobile,11,34,1,1801.0,1,0,0,1,1,1
bankingFinance,Renins,renins.com,20170102,RI_mail,rassylka,NY2017_letter_rf,avto_act,desktop,2,10,0,790.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,RI_mail,rassylka,NY2017_letter_rf,avto_act,mobile,2,36,0,2279.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,RI_mail,rassylka,NY2017_letter_rf,avto_deact,desktop,2,3,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170102,RI_mail,rassylka,NY2017_letter_rf,travel_act,desktop,4,18,0,1008.0,0,0,0,0,0,0
