industry,client,site,date,utm_source,utm_medium,utm_campaign,utm_content,device_category,visits,pageviews,bounces,session_duration,goal_quotation_kasko,goal_quotation_osago,goal_quotation_kaskoOsago,goal_request_osago,goal_request_kasko,goal_request_kaskoOsago
bankingFinance,Renins,renins.com,20170808,(direct),(none),(not set),(not set),desktop,998,4454,48,258357.0,78,17,16,38,13,5
bankingFinance,Renins,renins.com,20170808,(direct),(none),(not set),(not set),mobile,438,2421,31,103254.0,12,0,2,2,1,0
bankingFinance,Renins,renins.com,20170808,(direct),(none),(not set),(not set),tablet,55,177,5,10573.0,1,0,0,1,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,1234567890,desktop,2,4,1,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,185373,desktop,5,36,0,2444.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,185373,mobile,1,2,0,1.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,194949,desktop,1,7,0,707.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,25491,desktop,6,19,0,2287.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,25491,mobile,2,6,0,90.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,332719,mobile,1,3,0,448.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,51433,desktop,20,113,0,7482.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,51433,mobile,5,16,0,951.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,530513,desktop,1,2,0,1.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,530513,tablet,2,4,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,568439,desktop,5,25,0,2062.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,58534,desktop,1,11,0,396.0,0,1,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,75752,desktop,1,2,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,75752,mobile,1,2,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,90289,desktop,12,55,0,17935.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,90289,mobile,1,5,0,249.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,90289,tablet,2,10,0,1243.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,94653,desktop,10,26,0,1464.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,AdMitad,cpa,Nectarin,94653,mobile,4,14,0,176.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,B2B_context,text,RI_OPO,(not set),desktop,1,1,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Banki.ru,static,KaskoOsago_broker_mskspbekb,(not set),desktop,16,75,0,2380.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Banki.ru,static,KaskoOsago_broker_mskspbekb,(not set),mobile,2,11,0,121.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,CPA,cpc,nectarin,mail2,desktop,134,50,1,22250.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Facebook.com_Calculation,smm,Cover,(not set),mobile,2,21,0,990.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Gismeteo.ru_Partners,banner,LowPrice,728x90,mobile,1,1,0,1373.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Info-letter_baseauto,button,digestсommonblock,-go-to-calculator,desktop,2,4,0,11.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Info-letter_baseauto,button,digestсommonblock,-go-to-calculator,mobile,3,29,0,2261.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,accident_broker_mskspbekb,NYP,desktop,2,19,0,252.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,accident_broker_mskspbekb,NYP,mobile,3,3,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,desktop,34,225,0,10530.0,0,4,3,1,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,mobile,51,308,2,2259.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,tablet,8,21,2,413.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,kasko_broker_mskspbekb,even_better,desktop,8,75,0,2331.0,2,1,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,kasko_broker_mskspbekb,even_better,mobile,4,51,0,562.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,property_broker_mskspbekb,NYP,desktop,1,1,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,property_broker_mskspbekb,NYP,mobile,6,7,0,118.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Inguru.ru,cpa,travel_broker_mskspbekb,NYP,desktop,10,39,0,5191.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Meduza,cpc,even_better_spec_rf,calc,desktop,1,3,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Meduza,cpc,travel_putevoditel_world,ads,mobile,1,2,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,MobailApp,free,TravelApp,(not set),mobile,13,30,2,692.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Moneymatika.ru,cpa,kasko_broker_msk,even_better,mobile,3,23,0,465.0,3,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Moneymatika.ru,cpa,kasko_broker_spb,even_better,desktop,3,3,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Moneymatika.ru,cpa,kasko_broker_spb,even_better,mobile,1,7,0,167.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Moneymatika.ru,cpa,osago_broker_msk,even_better,desktop,1,5,0,58.0,0,1,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Moneymatika_Insurance,button,Property,(not set),desktop,1,2,0,22.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,cpc,check_list_letter_rf,travel_act,desktop,5,27,0,7944.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,cpc,cosmo_travel_letter_rf,travel_deact,desktop,1,9,0,806.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,cpc,food_travel_letter_rf,travel_act,desktop,4,24,0,2276.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,cpc,food_travel_letter_rf,travel_act,mobile,4,8,0,243.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,cpc,food_travel_letter_rf,travel_act,tablet,3,21,0,998.0,0,0,0,0,1,0
bankingFinance,Renins,renins.com,20170808,RI_mail,cpc,save_travel_letter_rf,travel_act,desktop,1,3,0,73.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,cpc,save_travel_letter_rf,travel_deact,desktop,3,30,0,6038.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,rassylka,23feb_letter_rf,travel_all1,desktop,1,2,0,3.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,rassylka,JuneSale_letter_rf,travel_deact,desktop,2,24,0,5027.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,rassylka,JuneSale_letter_rf,travel_deact,mobile,4,21,0,3008.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,RI_mail,rassylka,kasko_lostcart_feb_rf,base_kasko,desktop,1,2,0,4.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Revizorro.ru_OSAGOCalc,Set,OSAGO,1,desktop,2,6,0,39.0,0,2,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Sendsay,email,love_travel_letter_rf,travel_act,desktop,1,8,0,278.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Sravni.ru,cpa,kasko_broker_msk,(not set),desktop,2,11,0,424.0,0,0,0,0,1,0
bankingFinance,Renins,renins.com,20170808,Sravni.ru,cpa,kasko_broker_msk,(not set),mobile,7,79,0,6571.0,3,0,1,0,0,0
bankingFinance,Renins,renins.com,20170808,Sravni.ru,cpa,kasko_broker_msk,(not set),tablet,2,9,0,1334.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Sravni.ru,cpa,osago_broker_msk,(not set),desktop,99,576,1,30777.0,0,25,0,6,0,0
bankingFinance,Renins,renins.com,20170808,Sravni.ru,cpa,osago_broker_msk,(not set),mobile,16,150,0,1845.0,0,4,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Sravni.ru,cpa,osago_broker_msk,(not set),tablet,1,2,0,28.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Sravni.ru,cpa,osago_broker_spb,(not set),mobile,1,4,0,1.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Sravnikupi.ru_OSAGO,banner,OSAGO,540x125,desktop,1,3,0,6.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170808,Sravnikupi.ru_all,banner,NYP-Dark,540х125,desktop,8,21,0,263.0,0,0,0,0,0,0
