industry,client,site,date,utm_source,utm_medium,utm_campaign,utm_content,device_category,visits,pageviews,bounces,session_duration,goal_quotation_kasko,goal_quotation_osago,goal_quotation_kaskoOsago,goal_request_osago,goal_request_kasko,goal_request_kaskoOsago
bankingFinance,Renins,renins.com,20170324,(direct),(none),(not set),(not set),desktop,1548,12093,158,958867.0,35,234,27,405,14,7
bankingFinance,Renins,renins.com,20170324,(direct),(none),(not set),(not set),mobile,957,1841,291,220113.0,53,2,1,12,2,0
bankingFinance,Renins,renins.com,20170324,(direct),(none),(not set),(not set),tablet,128,450,26,26741.0,17,3,2,7,0,0
bankingFinance,Renins,renins.com,20170324,192.168.1.53:8080,referral,(not set),(not set),desktop,3,5,0,26.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Banki.ru,static,KaskoOsago_broker_mskspbekb,(not set),desktop,11,94,0,6890.0,0,1,1,1,0,0
bankingFinance,Renins,renins.com,20170324,Banki.ru_House,button,(not set),(not set),desktop,2,11,1,384.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,CPA,cpc,nectarin,mail2,desktop,10,32,1,3249.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,CPA,cpc,nectarin,mail2,mobile,5,9,1,281.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru,cpc,even_better_spec_rf,calc,desktop,1,3,0,13.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru,cpc,even_better_spec_rf,logo,desktop,2,14,0,2687.0,0,0,2,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru,cpc,even_better_spec_rf,tell_me_more,desktop,1,1,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,accident_broker_mskspbekb,NYP,tablet,1,11,0,182.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,desktop,43,196,6,5841.0,7,4,1,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,mobile,21,24,0,3513.0,6,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,tablet,4,9,1,667.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,kasko_broker_mskspbekb,even_better,mobile,3,0,0,22604.0,3,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,osago_broker_mskspbekb,even_better,desktop,1,2,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,property_broker_mskspbekb,NYP,mobile,1,1,0,11.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru,cpa,travel_broker_mskspbekb,NYP,desktop,1,2,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru_MSKSPB,TGB,KaskoAuto,930x100,desktop,11,56,1,1611.0,10,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Inguru.ru_MSKSPB,TGB,KaskoAuto,930x100,mobile,3,3,0,194.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,calc,desktop,71,345,1,15312.0,6,10,5,3,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,calc,mobile,29,40,1,5608.0,9,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,calc,tablet,8,16,1,214.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,economatika,desktop,11,12,9,58.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,economatika,mobile,4,4,4,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,economatika,tablet,1,1,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,logo,desktop,3,5,1,39.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170324,Meduza,cpc,even_better_spec_rf,logo,mobile,2,4,1,1127.0,0,0,0,0,0,0
