industry,client,site,date,utm_source,utm_medium,utm_campaign,utm_content,device_category,visits,pageviews,bounces,session_duration,goal_quotation_kasko,goal_quotation_osago,goal_quotation_kaskoOsago,goal_request_osago,goal_request_kasko,goal_request_kaskoOsago
bankingFinance,Renins,renins.com,20170329,(direct),(none),(not set),(not set),desktop,1624,12698,189,1009497.0,20,242,39,397,13,14
bankingFinance,Renins,renins.com,20170329,(direct),(none),(not set),(not set),mobile,984,2002,281,205388.0,67,5,0,29,3,0
bankingFinance,Renins,renins.com,20170329,(direct),(none),(not set),(not set),tablet,174,591,39,48155.0,11,5,3,12,1,1
bankingFinance,Renins,renins.com,20170329,192.168.1.53:8080,referral,(not set),(not set),desktop,2,7,1,47.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,AdMitad,cpa,Nectarin,13130,desktop,2,15,0,937.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Banki.ru,static,KaskoOsago_broker_mskspbekb,(not set),desktop,6,45,0,2258.0,1,1,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Banki.ru,static,NS_broker_mskspbekb,(not set),desktop,1,6,0,143.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,CPA,cpc,nectarin,mail2,desktop,48,44,0,14122.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,CPA,cpc,nectarin,mail2,mobile,5,9,1,16.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru,cpc,even_better_spec_rf,calc,desktop,1,6,0,222.0,0,1,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru,cpc,even_better_spec_rf,calc,mobile,1,1,0,4.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru,cpc,even_better_spec_rf,tell_me_more,desktop,1,1,1,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,accident_broker_mskspbekb,NYP,desktop,1,3,0,11.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,accident_broker_mskspbekb,NYP,mobile,1,1,0,4.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,desktop,51,264,2,10683.0,3,1,6,0,1,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,kasko_broker_mskspbekb,NYP,mobile,20,23,0,3033.0,4,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,kasko_broker_mskspbekb,even_better,desktop,21,116,1,4204.0,6,2,0,0,0,1
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,kasko_broker_mskspbekb,even_better,mobile,1,1,0,385.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,property_broker_mskspbekb,NYP,desktop,1,2,0,4.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru,cpa,travel_broker_mskspbekb,NYP,desktop,1,3,0,88.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru_MSKSPB,TGB,KaskoAuto,930x100,desktop,12,61,1,7483.0,0,7,0,1,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru_Promopage,logo,GeneralPage,go-to-home,mobile,1,2,0,12.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Inguru.ru_Recall,TGB,NYP,1,mobile,2,1,0,2.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,calc,desktop,85,437,8,14982.0,12,9,10,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,calc,mobile,53,57,0,8369.0,19,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,calc,tablet,14,59,1,1486.0,3,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,economatika,desktop,15,51,8,1295.0,1,1,1,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,economatika,mobile,5,6,4,105.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,logo,desktop,5,14,3,186.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,logo,mobile,8,8,8,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,even_better_spec_rf,logo,tablet,2,11,1,447.0,0,1,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,kasko_telematika_rf,kartochki,mobile,1,3,0,44.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Meduza,cpc,travel_putevoditel_world,ads,desktop,3,4,0,14590.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,MobailApp,free,TravelApp,(not set),mobile,1,3,0,155.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Moneymatika.ru,cpa,kasko_broker_msk,(not set),mobile,2,2,0,15.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Moneymatika.ru,cpa,kasko_broker_msk,even_better,desktop,3,17,0,642.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Moneymatika.ru,cpa,kasko_broker_msk,even_better,mobile,3,3,0,641.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Moneymatika.ru,cpa,osago_broker_msk,even_better,desktop,1,8,0,91.0,0,1,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Moneymatika.ru_KaskoAbout,Set,Konstrkutor,3,desktop,7,31,0,5751.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Moneymatika_Insurance,button,Property,(not set),mobile,1,1,0,180.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,cpc,save_travel_letter_rf,auto_act,desktop,29,41,0,1340.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,cpc,save_travel_letter_rf,auto_act,mobile,1,2,0,1.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,cpc,save_travel_letter_rf,travel_act,desktop,2,23,0,2270.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,cpc,save_travel_letter_rf,travel_deact,desktop,35,271,2,101468.0,0,1,0,4,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,cpc,save_travel_letter_rf,travel_deact,mobile,5,12,0,233.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,cpc,save_travel_letter_rf,travel_deact,tablet,6,28,0,2896.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,rassylka,23feb_letter_rf,travel_all1,desktop,4,9,1,235.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,rassylka,23feb_letter_rf,travel_all2,desktop,1,7,0,1036.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,rassylka,NY2017_letter_rf,travel_deact,mobile,4,11,0,51.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,rassylka,osago_lostcart_feb_rf,base_osago,desktop,1,3,0,35.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,RI_mail,rassylka,real_discount_letter_rf,avto_deact,desktop,5,37,0,2997.0,0,0,0,4,0,0
bankingFinance,Renins,renins.com,20170329,Renins.ru,cpc,logo_header_msk_spb,logo,desktop,4,67,0,7086.0,0,0,0,4,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro,cpq,kasko__msk,probeg,mobile,1,1,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro,cpq,kasko__spbekb,probeg,desktop,1,2,0,0.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru,cpa,kasko_broker_spb,SK,desktop,1,9,0,493.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_OSAGO,banner,OSAGO,984х124,desktop,26,189,3,12486.0,0,6,0,2,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_OSAGO,banner,OSAGO,984х124,mobile,15,17,0,4572.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_OSAGO,banner,OSAGO,984х124,tablet,2,7,0,2042.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_OSAGOCalc,Set,OSAGO,1,desktop,2,15,0,1934.0,0,2,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_OSAGOCalc,Set,OSAGO,1,mobile,1,1,0,9.0,0,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_all,TGB,NYP-White,1000x312,desktop,19,78,0,2007.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_all,TGB,NYP-White,1000x312,mobile,10,13,0,1258.0,2,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_all,TGB,NYP-White,1000x312,tablet,2,14,0,1004.0,1,0,0,0,0,0
bankingFinance,Renins,renins.com,20170329,Revizorro.ru_all,TGB,NYP-White,692x152,desktop,4,23,0,1113.0,1,0,0,0,0,0
